"query","search interest","increase percent"
"klinik kecantikan",100,"10%"
"perusahaan jasa",79,"30%"
"klinik pratama",44,"70%"
"transaksi yang mengakibatkan perubahan akun harta dan harta adalah",4,"Breakout"
