"query","search interest","increase percent"
"cisco sd-wan",100,"140%"
"sd-wan cisco",100,"130%"
"fortigate sd-wan",44,"8%"
"sd wan",39,"2%"
"fortinet sd-wan",39,"70%"
"fortinet",39,"50%"
"sd-wan fortinet",38,"8%"
"sdwan",34,"50%"
"what is sd-wan",31,"80%"
"vmware sd-wan",22,"250%"
"velocloud sd-wan",15,"-10%"
"sd-wan vs mpls",4,"-50%"
"sd-wan systems",4,"Breakout"
