"query","search interest","increase percent"
"sd-wan systems",4,"Breakout"
"vmware sd-wan",22,"250%"
"cisco sd-wan",100,"140%"
"sd-wan cisco",100,"130%"
"what is sd-wan",31,"80%"
"fortinet sd-wan",39,"70%"
"fortinet",39,"50%"
"sdwan",34,"50%"
"sd-wan fortinet",38,"8%"
"fortigate sd-wan",44,"8%"
"sd wan",39,"2%"
"velocloud sd-wan",15,"-10%"
"sd-wan vs mpls",4,"-50%"
