"query","search interest","increase percent"
"pt smart vape factory",100,"Breakout"
"pt smart vape factory batam",47,"Breakout"
"forex factory",8,"Breakout"
"smart factory technologies",5,"Breakout"
"smart factory solutions",3,"Breakout"
"what is a smart thermostat",3,"Breakout"
"smart factory iot",35,"40%"
"format factory",11,"-2%"
"richeese factory",11,"-10%"
"smart factory 4.0",50,"-20%"
