"query","search interest","increase percent"
"pt smart vape factory",100,"Breakout"
"smart factory 4.0",50,"-20%"
"pt smart vape factory batam",47,"Breakout"
"smart factory iot",35,"40%"
"richeese factory",11,"-10%"
"format factory",11,"-2%"
"forex factory",8,"Breakout"
"smart factory technologies",5,"Breakout"
"smart factory solutions",3,"Breakout"
"what is a smart thermostat",3,"Breakout"
