"query","search interest","increase percent"
"buka rekening bca online",19,"130%"
"buka rekening online",60,"120%"
"bri",41,"5%"
"buka rekening bri",41,"5%"
"bca",100,"-6%"
"buka rekening bca",99,"-8%"
"syarat buka rekening bca",41,"-20%"
"buka rekening mandiri",64,"-30%"
"mandiri",64,"-30%"
"buka rekening bni",33,"-30%"
"bni",31,"-40%"
"syarat buka rekening mandiri",27,"-40%"
