"query","search interest","increase percent"
"what is a power of attorney",2,"Breakout"
"the",100,"160%"
"industrial power supply",35,"60%"
"industrial power socket",6,"20%"
"power pack",38,"-20%"
"pt power pack industrial solution",22,"-30%"
"power pack industrial solution",33,"-30%"
