"query","search interest","increase percent"
"produk asuransi",26,"120%"
"asuransi kendaraan",37,"90%"
"asuransi adalah",99,"90%"
"asuransi properti adalah",100,"80%"
"properti adalah",99,"80%"
"perusahaan asuransi",65,"70%"
"asuransi kesehatan",33,"40%"
"jenis jenis asuransi",31,"30%"
"contoh asuransi",45,"30%"
"asuransi jiwa",42,"30%"
