"query","search interest","increase percent"
"trucking company near me",81,"Breakout"
"best trucking company for new drivers",56,"Breakout"
"trucking company compliance",42,"Breakout"
"trucking company logo",77,"-30%"
"trucking company software",100,"-40%"
