"query","search interest","increase percent"
"nikel mining",100,"20%"
"nickel mining in indonesia",99,"150%"
"nikel",97,"40%"
"nickel mining company",49,"9%"
"nickel price",36,"20%"
"harita nickel",25,"-30%"
"weda bay nickel",17,"-30%"
"antam",15,"Breakout"
"nickel mining companies in indonesia",10,"Breakout"
"pt weda bay nickel",9,"-40%"
"imip",7,"Breakout"
"sumitomo metal mining",6,"Breakout"
